Reviewed in the United States on October 26, 2020;1;Wouldnâ€™t recommend.;Out of the package, horrible condition. Never wore it. Also, too large. Very disappointed.;Wouldnâ€™t recommend.,Out of the package, horrible condition. Never wore it. Also, too large. Very disappointed.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 20, 2021;1;Not a fan;I thought these looked ugly and cheap. Ended up returning for refund.;Not a fan,I thought these looked ugly and cheap. Ended up returning for refund.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 8, 2021;1;Holds moisture;Doesn't keep moisture out. Fits good but keeps moisture.;Holds moisture,Doesn't keep moisture out. Fits good but keeps moisture.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 8, 2021;1;Would not recommend;They stretch out in about 24 hours. Would not recommend;Would not recommend,They stretch out in about 24 hours. Would not recommend;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 22, 2021;1;Not true to size;My fiancÃ© needs a rubber ring due to his physical job and heâ€™s a size 11. When he tried it in it was wayyyyy to small. Not true to size. Need to get the next size up. Good thing I ordered it months before the wedding!;Not true to size,My fiancÃ© needs a rubber ring due to his physical job and heâ€™s a size 11. When he tried it in it was wayyyyy to small. Not true to size. Need to get the next size up. Good thing I ordered it months before the wedding!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 1, 2020;1;Bad.;My husband wore for about aMonth and it fit him normally and when he took it off all around his finger where the ring was his skin was peeling and it stunk so bad would not recommend.;Bad.,My husband wore for about aMonth and it fit him normally and when he took it off all around his finger where the ring was his skin was peeling and it stunk so bad would not recommend.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 28, 2020;1;They'll break easily from normal wear;They'll break easy from normal wear. Buyer beware;They'll break easily from normal wear,They'll break easy from normal wear. Buyer beware;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 19, 2021;1;Disappointed;It honestly looks nothing like the picture;Disappointed,It honestly looks nothing like the picture;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 27, 2021;1;Sizes are correct;Bought couple sizes for My Hubby just me to receive them , and found either one didnâ€™t fix is figure.;Sizes are correct,Bought couple sizes for My Hubby just me to receive them , and found either one didnâ€™t fix is figure.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 27, 2020;1;Irritated the skin underneath the ring;I got this ring because I'm asexual, after wearing it for a little while the skin under it became itchy. A week later it began to peel off. Later that same week the skin under it turned red and felt dehydrated despite the airflow grooves. I tossed it out because of what it did to my finger.;Irritated the skin underneath the ring,I got this ring because I'm asexual, after wearing it for a little while the skin under it became itchy. A week later it began to peel off. Later that same week the skin under it turned red and felt dehydrated despite the airflow grooves. I tossed it out because of what it did to my finger.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 14, 2021;1;Colors are way off;Nothing close to the colors advertised. We ordered bc my husband liked the sand camo and we got bright orange playdough..;Colors are way off,Nothing close to the colors advertised. We ordered bc my husband liked the sand camo and we got bright orange playdough..;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 8, 2020;1;False advertising;Purchased 2 rings, neither fit and was advised I would be getting a refund for both rings. Never received the refund as promised, yet I am bugged to leave a positive review.;False advertising,Purchased 2 rings, neither fit and was advised I would be getting a refund for both rings. Never received the refund as promised, yet I am bugged to leave a positive review.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 4, 2021;1;Doesn't stand up;Very comfortable ring just not very durable in a mechanic environment, would not waist the money again;Doesn't stand up,Very comfortable ring just not very durable in a mechanic environment, would not waist the money again;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 29, 2020;1;Quality for the price.;Product shipped was nothing like the picture and as described!;Quality for the price.,Product shipped was nothing like the picture and as described!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 23, 2021;1;Not what is advertised;What I bought did nor for my spouse. They we're too small but his size.;Not what is advertised,What I bought did nor for my spouse. They we're too small but his size.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 5, 2021;1;Didn't serve our purpose;Not as attractive in person and thin compared to others;Didn't serve our purpose,Not as attractive in person and thin compared to others;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 30, 2020;1;Donâ€™t get it!;My husband wore them for 2 days and his finger blistered and broke out where the ring was;Donâ€™t get it!,My husband wore them for 2 days and his finger blistered and broke out where the ring was;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on September 26, 2020;1;Bronze for a week;The bronze wipes off in about a week. It seems to be sprayed on. The ring is now just a matte black. I wouldnâ€™t recommend or purchase again.;Bronze for a week,The bronze wipes off in about a week. It seems to be sprayed on. The ring is now just a matte black. I wouldnâ€™t recommend or purchase again.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 5, 2020;1;Size;I ordered a men's 14.5 to 15 and they fit my finger and I wear a women's 7.5. My husband couldn't even get a ring to the top of his knuckle.;Size,I ordered a men's 14.5 to 15 and they fit my finger and I wear a women's 7.5. My husband couldn't even get a ring to the top of his knuckle.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 9, 2020;1;Not happy;Not to impressed with this ring. Makes your finger sore doesnâ€™t let air in I wouldnâ€™t buy it again.;Not happy,Not to impressed with this ring. Makes your finger sore doesnâ€™t let air in I wouldnâ€™t buy it again.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 15, 2020;1;Poor quality;I wore two of them but they didnâ€™t last much. They broke and fell off two days into wearing them. The durability is poor, the material became brittle and weak. Definitely disposable after almost one use.;Poor quality,I wore two of them but they didnâ€™t last much. They broke and fell off two days into wearing them. The durability is poor, the material became brittle and weak. Definitely disposable after almost one use.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 27, 2021;1;RUBBER RING;HUSBAND WAS VERY DISAPPOINTED . HE SAID IT KEPT ROLLING SO HE REALLY COULDN'T WEAR IT . SOME OF HIS FRIENDS HAVE GOTTEN SIMILAR ONES IN A PACKAGE OF 3-5 FOR LIKE $5 / I WISH I WOULD HAVE RETURNED IT .;RUBBER RING,HUSBAND WAS VERY DISAPPOINTED . HE SAID IT KEPT ROLLING SO HE REALLY COULDN'T WEAR IT . SOME OF HIS FRIENDS HAVE GOTTEN SIMILAR ONES IN A PACKAGE OF 3-5 FOR LIKE $5 / I WISH I WOULD HAVE RETURNED IT .;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 3, 2020;1;Size run small;Product size runs small. tried to stretch them out without luck.Contacted seller for replacement but never heard back from them.;Size run small,Product size runs small. tried to stretch them out without luck.Contacted seller for replacement but never heard back from them.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 13, 2021;1;Wrong ring sent;They sent me the wrong ring color. I ordered olive green and got black. Also the sizing is too small, so order a half size up if you decide to buy anyway.;Wrong ring sent,They sent me the wrong ring color. I ordered olive green and got black. Also the sizing is too small, so order a half size up if you decide to buy anyway.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 29, 2020;1;Cheap piece of rubber!;It is a flimsy piece of rubber. Not worth $1 let alone $8. Very cheaply made.;Cheap piece of rubber!,It is a flimsy piece of rubber. Not worth $1 let alone $8. Very cheaply made.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 14, 2020;1;Ouch!;There is a pattern cut on the inside of these rings that pinches and rips your skin off. My finger is one big scan where the ring once was.;Ouch!,There is a pattern cut on the inside of these rings that pinches and rips your skin off. My finger is one big scan where the ring once was.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 28, 2021;1;Skin burn;The ring gave my husband some kind of skin burn after wearing for 2 weeks. Would not recommend.;Skin burn,The ring gave my husband some kind of skin burn after wearing for 2 weeks. Would not recommend.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 9, 2020;1;Buyer beware.;Hubby says it feels bulky and uncomfortable. I think they are very cheap looking, the black one is the only okayish one in the set. Waste of money.;Buyer beware.,Hubby says it feels bulky and uncomfortable. I think they are very cheap looking, the black one is the only okayish one in the set. Waste of money.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 20, 2020;1;donâ€™t do it lol;True to size is the only positive thing about this. Wrong color came, but thatâ€™s fine. But it was Uncomfortable for my fiancÃ©. Donâ€™t waist your money. You get what you pay for I guess;donâ€™t do it lol,True to size is the only positive thing about this. Wrong color came, but thatâ€™s fine. But it was Uncomfortable for my fiancÃ©. Donâ€™t waist your money. You get what you pay for I guess;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 14, 2021;1;Too big;Product sizing chart isnâ€™t accurate for these. Came in way too big and had to order twice. Second order still too big. Good thing theyâ€™re cheap.;Too big,Product sizing chart isnâ€™t accurate for these. Came in way too big and had to order twice. Second order still too big. Good thing theyâ€™re cheap.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 30, 2021;1;Sizes are awful!;Ring chart is not accurate at all. Had to Purchase TWICE. Still not correct.;Sizes are awful!,Ring chart is not accurate at all. Had to Purchase TWICE. Still not correct.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 29, 2020;1;Looks cheap;Ring is comfortable, however it looks horrible.I received it and the color was chipping off and blotchy.;Looks cheap,Ring is comfortable, however it looks horrible.I received it and the color was chipping off and blotchy.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 9, 2021;1;Cheap looking;Cheap;Cheap looking,Cheap;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 28, 2021;1;Cheap sand paper is better;Feels like cheap plastic not silicon, corse like sand paper on the finger and the coating on the ring came tarnished out of the pack.;Cheap sand paper is better,Feels like cheap plastic not silicon, corse like sand paper on the finger and the coating on the ring came tarnished out of the pack.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 7, 2021;1;Miss advertised colors;I ordered this pack specifically for the maroon color ring in the photo I got the black , grey, blue and then a bright red ring.;Miss advertised colors,I ordered this pack specifically for the maroon color ring in the photo I got the black , grey, blue and then a bright red ring.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 23, 2021;1;Color is represented accurately;The dark red color is. Or an accurate representation of the ring it is a bright almost cardinal red;Color is represented accurately,The dark red color is. Or an accurate representation of the ring it is a bright almost cardinal red;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 23, 2020;1;Runs small;Run small than normal ring sizes. My boyfriend wears a 15 and the biggest size is tight;Runs small,Run small than normal ring sizes. My boyfriend wears a 15 and the biggest size is tight;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 10, 2020;1;Junk;Cheap junk;Junk,Cheap junk;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 14, 2020;1;Too small;Sizes run very small. Purchased item twice in different sizes and both very small and tight.;Too small,Sizes run very small. Purchased item twice in different sizes and both very small and tight.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 1, 2020;1;Go smaller than the guide suggests;I've order 2 sets of these as per their measurement guide and they are way too big. I'd like to find out how to return these 2 orders.;Go smaller than the guide suggests,I've order 2 sets of these as per their measurement guide and they are way too big. I'd like to find out how to return these 2 orders.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 20, 2021;1;Too cheap;4 pack? You'll need all 4. I'm on #3 as the first 2 have frayed and ripped.;Too cheap,4 pack? You'll need all 4. I'm on #3 as the first 2 have frayed and ripped.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 11, 2020;1;Go for the smaller size!;Fit was larger than expected. I measured my finger and was between sizes. I opted for the larger and it was way too big!;Go for the smaller size!,Fit was larger than expected. I measured my finger and was between sizes. I opted for the larger and it was way too big!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 16, 2021;1;Tears easy;Very horribly made tears easy;Tears easy,Very horribly made tears easy;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 6, 2021;1;Not what it seemed;I didn't pay attention and see it was silicone;Not what it seemed,I didn't pay attention and see it was silicone;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 3, 2020;1;These are great!;Unfortunately sizing was a problem! They ru a little big! Ordered a size smaller and they are great! The hubby loves them!;These are great!,Unfortunately sizing was a problem! They ru a little big! Ordered a size smaller and they are great! The hubby loves them!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 7, 2021;1;Trash;Came discolored and mixed with multiple colors. Looked nothing like the pictures.;Trash,Came discolored and mixed with multiple colors. Looked nothing like the pictures.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 30, 2021;1;The size is a little snug;My husband hated it. Never used it.;The size is a little snug,My husband hated it. Never used it.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 16, 2020;1;Sucker;I thought this was metal. It was like plastic stuff you can get out of a 25c kids dispenser.;Sucker,I thought this was metal. It was like plastic stuff you can get out of a 25c kids dispenser.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 1, 2020;1;Donâ€™t buy;Items were tarnished and way too loose.;Donâ€™t buy,Items were tarnished and way too loose.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 24, 2021;1;Gae;Did not get my money back this is a scam;Gae,Did not get my money back this is a scam;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 15, 2020;1;Caused irritation;Too tight and caused irritation and rash on my finger. Replacement rings never arrived.;Caused irritation,Too tight and caused irritation and rash on my finger. Replacement rings never arrived.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 5, 2020;1;Wrong size;Size does mot match description;Wrong size,Size does mot match description;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 29, 2021;1;I need to return them;The size wasnâ€™t equivalent to a realistic size for men.;I need to return them,The size wasnâ€™t equivalent to a realistic size for men.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 4, 2021;1;Too long to arrive;Itâ€™s to tight but itâ€™s ok Iâ€™ll it take to long to get here anyway.;Too long to arrive,Itâ€™s to tight but itâ€™s ok Iâ€™ll it take to long to get here anyway.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 17, 2021;1;Terrible;Terrible;Terrible,Terrible;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on September 11, 2020;1;Cheep;Cheep donâ€™t bother spend a bit more get a good one I like the groove rings;Cheep,Cheep donâ€™t bother spend a bit more get a good one I like the groove rings;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 22, 2020;1;Worst;Worst product ever;Worst,Worst product ever;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 2, 2021;1;Low quality;Broke after only a few wears.;Low quality,Broke after only a few wears.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 16, 2021;1;Not metal;We were disappointed that it wasn't metal;Not metal,We were disappointed that it wasn't metal;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 8, 2021;1;MUST BUY!;My boyfriend loves it!;MUST BUY!,My boyfriend loves it!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 23, 2021;1;I never received the product;I may have liked it, but I guess I'll never know!;I never received the product,I may have liked it, but I guess I'll never know!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 6, 2021;1;Ring size;I need a bigger size;Ring size,I need a bigger size;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 25, 2021;1;dislike;product was a cheap plastic;dislike,product was a cheap plastic;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 12, 2021;1;Wrong size;Size was too big;Wrong size,Size was too big;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 21, 2020;1;Poor quality, more like a rubber band;Such poor quality.;Poor quality, more like a rubber band,Such poor quality.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 3, 2020;1;Be Careful when Buying;The size is bigger than what was written;Be Careful when Buying,The size is bigger than what was written;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 13, 2020;1;It was to small;It was to small;It was to small,It was to small;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 27, 2021;1;Cheap;Felt cheap;Cheap,Felt cheap;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 25, 2020;1;Not the best;Melted in the heat.;Not the best,Melted in the heat.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 5, 2020;1;Order not accurate.;Size seems off or maybe they sent me the wrong size I ordered what should have been. A size 9 based on some reviews saying it stretches.... it certainly didn't seem to not to mention inside it has a 7? As in maybe size 7? Measured with calipers and it's deffinitly not a 9. I need something different, but not sure about this brand and accuracy of order. For the price you could order a could different sizes and get a good fit... if its going to be that way I wish they would send the pack of slightly different sizes rather than all 4 of the same size that don't fit. Made my skin get soft. I moved the ring, it peeled is now very sensitive. If you get something that fits it probably be great l, but with measuring my old ring, ordering and measuring the product after it may have stretched... it still isn't the 9 i ordered or 10 I have. So just an FYI orders are not accurate. Still need something, but not sure about ordering larger here since I have no idea what I might get.;Order not accurate.,Size seems off or maybe they sent me the wrong size I ordered what should have been. A size 9 based on some reviews saying it stretches.... it certainly didn't seem to not to mention inside it has a 7? As in maybe size 7? Measured with calipers and it's deffinitly not a 9. I need something different, but not sure about this brand and accuracy of order. For the price you could order a could different sizes and get a good fit... if its going to be that way I wish they would send the pack of slightly different sizes rather than all 4 of the same size that don't fit. Made my skin get soft. I moved the ring, it peeled is now very sensitive. If you get something that fits it probably be great l, but with measuring my old ring, ordering and measuring the product after it may have stretched... it still isn't the 9 i ordered or 10 I have. So just an FYI orders are not accurate. Still need something, but not sure about ordering larger here since I have no idea what I might get.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 9, 2021;1;Damaged;Received ring yesterday and the one ring is damaged;Damaged,Received ring yesterday and the one ring is damaged;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 3, 2021;1;Cheap;Not great;Cheap,Not great;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 30, 2020;1;Bad for skin;Not so good with skin, cause my skin to turn red;Bad for skin,Not so good with skin, cause my skin to turn red;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 13, 2020;1;Color is not accurate.;The maroon one is more bright red. I will be returning bc of the color.;Color is not accurate.,The maroon one is more bright red. I will be returning bc of the color.;;;;;;;;;;;;;;;;;;;;;
Reviewed in Canada on June 21, 2021;1;Fits small;Although they look nice, they do not fit true to size. I ordered for my husband 1/2 size larger than his wedding band. These rings barely fit his pinky finger. I suggest order 1-2 sizes bigger;Fits small,Although they look nice, they do not fit true to size. I ordered for my husband 1/2 size larger than his wedding band. These rings barely fit his pinky finger. I suggest order 1-2 sizes bigger;;;;;;;;;;;;;;;;;;;;;
Reviewed in Canada on May 18, 2021;1;Too small;Too small;Too small,Too small;;;;;;;;;;;;;;;;;;;;;
Reviewed in Canada on November 25, 2020;1;Maivaise qualitÃ©;Le produit nâ€™est pas recommandÃ© et il est de mauvaise qualitÃ©;Maivaise qualitÃ©,Le produit nâ€™est pas recommandÃ© et il est de mauvaise qualitÃ©;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 1, 2020;2;Order received not like photo online;Only received 5 instead of 7 rings. The black one looks like a simple rubber band, not designed like the photo or the other rings I received.;Order received not like photo online,Only received 5 instead of 7 rings. The black one looks like a simple rubber band, not designed like the photo or the other rings I received.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 10, 2020;2;do not solicit reviews;These are a nice ring so far. I have worn silicone rings for some time now and these are among my favorites(despite some rough edges compared to other brands I've tried, I have less issues with them on for long times). But as the company has harassed me to provide a review they will never get more than 2 stars. A product review should be done because a customer likes the product(or not) and not because the seller solicits a review.;do not solicit reviews,These are a nice ring so far. I have worn silicone rings for some time now and these are among my favorites(despite some rough edges compared to other brands I've tried, I have less issues with them on for long times). But as the company has harassed me to provide a review they will never get more than 2 stars. A product review should be done because a customer likes the product(or not) and not because the seller solicits a review.;;;;;;;;;;;;;;;;;;;;;
